,Crash ID,DOT Case Number,Date Of Crash,Time Of Crash,Severity,Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Vehicles,Number Of Pedestrians,Number Of Qualifying Commercial Vehicles,Town,Town Text Format,Route Class,Route Class Text Format,Route or Local Road Number,Route Direction,Route Direction Text Format,Cumulative Route Mileage,Ramp or Turning Road Number,Ramp Letter,At or Between Intersections,At or Between Intersections Text Format,Intersecting Leg #1,Intersecting Leg #2,Intersecting Leg #3,Intersecting Leg #4,Name of Road that Crash Occurred On,Name or Route Number of Road at which Crash Occurred,Measure Distance,Unit Of Measure,Unit Of Measure Text Format,Measure Direction,Measure Direction Text Format,"Name of Nearest Intersection, Street, Town Line or Mile Marker",Alpha Description of Crash Location,Collision Type,Collision Type Text Format,Weather Condition,Weather Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Light Condition,Light Condition Text Format,Crash Occurred On,Crash Occurred On Text Format,Other Roadway Feature,Other Roadway Feature Text Format,Median Barrier Penetration,Median Barrier Penetration Text Format,Construction or Maintenance Related,Construction or Maintenance Related Text Format,At-Fault Traffic Unit Number,Contributing Factor,Contributing Factor Text Format,Average Daily Traffic,Rural or Urban,Rural or Urban Text Format,Number of Lanes,CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId.1,CrashId.2,Latitude,Longitude,Town Name,Town Number,Town Number.1,Town Number Text Format,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude.1,Longitude.1,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather 2,Weather 2 Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,Urban Area,Urban Area Text Format,No. of Through Lanes (Reverse Dir.),No. of Through Lanes (Log Dir.),Highway Type (FHWA),Highway Type (FHWA) Text Format,Functional Classification,Functional Classification Text Format,Date,fatal,suspected_serious_injury,suspected_minor_injury,possible_injury,no_apparent_injury,geometry,index_right
17091,,2922622,2018-03-19,,,,C,Possible Injury (C),,,,,,0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,,,,500944.0,1.0,Complete,500944.0,500944.0,41.32109,-72.869801,New Haven,93.0,93.0,New Haven,2018.0,3.0,March,19.0,2.0,Monday,17:22:00,17.0,18012509,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,,,,472 FOXON BLVD,EASTERN ST,,,, ,41.32109,-72.869801,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,7.0,In Parking Lane or Zone,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,2.0,Private Road,4.0,Parking Lot,CT0009300,New Haven PD,265,2018-03-20 00:12:03.0,C,Closed,2018-03-20 04:01:15.0,,,,,,,,,,2018-03-19,0,0,0,1,0,POINT (-72.869801 41.32109),0
17092,,2926993,2018-03-19,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,4800.0,2.0,Urban,,500995.0,1.0,Complete,500995.0,500995.0,41.084416,-73.434996,Norwalk,103.0,103.0,Norwalk,2018.0,3.0,March,19.0,2.0,Monday,07:55:00,7.0,1800013173,O,Property Damage Only,1.0,1.0,0.0,0.53,394.0,HIGHLAND AV NO 1,HIGHLAND AV NO 1,unknown,Highland Ct,400.0,Feet,N,41.084416,-73.434996,18.0,Other Non-Fixed Object,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,97.0,Other,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0010300,Norwalk PD,V013,2018-04-21 13:51:47.0,O,Open,2018-04-21 13:52:33.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-03-19,0,0,0,0,1,POINT (-73.434996 41.084416),0
17093,,2920390,2018-03-26,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,16400.0,2.0,Urban,,502590.0,1.0,Complete,502590.0,502590.0,41.794117,-72.716897,West Hartford,155.0,155.0,West Hartford,2018.0,3.0,March,26.0,2.0,Monday,07:34:00,7.0,1800009861,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.53,189.0,189-N,189-N,unknown,,,, ,41.794117,-72.716897,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015500,West Hartford PD,342,2018-03-27 14:47:03.0,C,Closed,2018-03-27 14:52:50.0,,D,HARTFORD,2.0,1.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-03-26,0,0,0,1,0,POINT (-72.716897 41.794117),0
17094,,2931980,2018-02-28,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,7700.0,2.0,Urban,,502695.0,1.0,Complete,502695.0,502695.0,41.070798,-73.498924,Darien,35.0,35.0,Darien,2018.0,2.0,February,28.0,4.0,Wednesday,16:37:00,16.0,2018-002831,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,3.53,101.0,HOLLOW TREE RIDGE RD,HOLLOW TREE RIDGE RD,WEST AV,,,, ,41.070798,-73.498924,10.0,Pedalcycle/Pedalcyclist,4.0,"Sideswipe, same direction",1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0003500,Darien PD,0967,2018-03-05 07:34:00.0,C,Closed,2018-05-09 14:04:01.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-02-28,0,0,0,1,0,POINT (-73.498924 41.070798),0
17095,,2922750,2018-03-27,,,,A,Suspected Serious Injury (A),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,9900.0,2.0,Urban,,502819.0,1.0,Complete,502819.0,502819.0,41.303302,-72.936417,New Haven,93.0,93.0,New Haven,2018.0,3.0,March,27.0,3.0,Tuesday,20:04:00,20.0,18013840,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.21,308.0,HOWARD AV,HOWARD AV,DAVENPORT AV,,,, ,41.303302,-72.936417,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,92,2018-03-28 21:30:59.0,C,Closed,2018-03-29 10:46:06.0,,G,NEW HAVEN,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-03-27,0,1,0,0,0,POINT (-72.93641700000001 41.303302),0
17096,,2923456,2018-03-31,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,5300.0,2.0,Urban,,503136.0,1.0,Complete,503136.0,503136.0,41.820348,-72.708687,Bloomfield,11.0,11.0,Bloomfield,2018.0,3.0,March,31.0,7.0,Saturday,11:32:00,11.0,1800011002,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.22,173.0,SCHOOL ST,SCHOOL ST,ROCKWELL AV,,,, ,41.820348,-72.708687,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0001100,Bloomfield PD,202,2018-04-07 15:38:50.0,O,Open,2018-04-07 16:31:50.0,,D,HARTFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-03-31,0,0,1,0,0,POINT (-72.708687 41.820348),0
17097,,2926115,2018-03-30,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,8400.0,2.0,Urban,,503174.0,1.0,Complete,503174.0,503174.0,41.210122,-73.223971,Bridgeport,15.0,15.0,Bridgeport,2018.0,3.0,March,30.0,6.0,Friday,15:47:00,15.0,180330-141,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,1.48,538.0,MADISON AV,MADISON AV,GLENDALE AV NO 1,,,, ,41.210122,-73.223971,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0001509,Bridgeport PD,246,2018-04-01 20:46:09.0,C,Closed,2018-03-31 21:56:39.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-03-30,0,0,1,0,0,POINT (-73.22397100000001 41.210122),0
17098,,2932097,2018-04-17,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,5900.0,2.0,Urban,,503478.0,1.0,Complete,503478.0,503478.0,41.131036,-73.426793,Norwalk,103.0,103.0,Norwalk,2018.0,4.0,April,17.0,3.0,Tuesday,14:04:00,14.0,1800017725,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.16,97.0,BROAD ST,BROAD ST,PLATTSVILLE AV,,,, ,41.131036,-73.426793,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0010300,Norwalk PD,H021,2018-05-09 20:09:02.0,O,Open,2018-05-09 20:09:27.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-04-17,0,0,1,0,0,POINT (-73.426793 41.131036),0
17099,,2926806,2018-04-03,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,1,Daylight,,,,,,,,,,,,,2.0,Urban,,504711.0,1.0,Complete,504711.0,504711.0,41.285401,-72.963996,West Haven,156.0,156.0,West Haven,2018.0,4.0,April,3.0,3.0,Tuesday,17:50:00,17.0,1800022040,O,Property Damage Only,1.0,1.0,0.0,0.0,103.0,CREST ST,CREST ST,unknown,,,, ,41.285401,-72.963996,99.0,Unknown,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,1.0,Weather Conditions,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015600,West Haven PD,251,2018-04-20 09:50:04.0,C,Closed,2018-04-20 10:10:10.0,,G,NEW HAVEN,,2.0,,,7.0,LOCAL - NEW HPMS,2018-04-03,0,0,0,0,1,POINT (-72.96399599999999 41.285401),0
17100,,2932645,2017-09-09,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,11500.0,2.0,Urban,,504884.0,1.0,Complete,504884.0,504884.0,41.094005,-73.517907,Stamford,135.0,135.0,Stamford,2017.0,9.0,September,9.0,7.0,Saturday,12:59:00,12.0,1709090015,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,2.0,1.55,469.0,HOPE ST,HOPE ST,HYDE ST,,,, ,41.094005,-73.517907,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0013503,Stamford PD,11489,2017-09-12 20:05:00.0,C,Closed,2018-05-11 16:08:41.0,,A,BRIDGEPORT - STAMFORD,,4.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2017-09-09,0,0,1,0,0,POINT (-73.51790699999999 41.094005),0
17101,,2935222,2017-12-01,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,2.0,Urban,,507190.0,1.0,Complete,507190.0,507190.0,41.037587,-73.525449,Stamford,135.0,135.0,Stamford,2017.0,12.0,December,1.0,6.0,Friday,14:32:00,14.0,1712010041,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.03,735.0,PONUS AV,22 PONUS AVE,unknown,IROQUOIS RD,173.0,Feet,N,41.037587,-73.525449,14.0,Motor Vehicle in Operation,97.0,Other,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0013503,Stamford PD,14505,2017-12-01 16:44:00.0,C,Closed,2018-05-18 15:16:08.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2017-12-01,0,0,1,0,0,POINT (-73.52544899999999 41.037587),0
17102,,2935290,2017-12-06,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,12500.0,2.0,Urban,,507232.0,1.0,Complete,507232.0,507232.0,41.051745,-73.535778,Stamford,135.0,135.0,Stamford,2017.0,12.0,December,6.0,4.0,Wednesday,08:18:00,8.0,1712060005,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.0,392.0,GREYROCK PL NO 1,GREYROCK PL,US 1-TRESSER BLVD,,,, ,41.051745,-73.535778,10.0,Pedalcycle/Pedalcyclist,97.0,Other,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0013503,Stamford PD,23742,2017-12-06 10:36:00.0,C,Closed,2018-05-18 16:11:22.0,,A,BRIDGEPORT - STAMFORD,,4.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2017-12-06,0,0,1,0,0,POINT (-73.53577799999999 41.051745),0
17103,,2931363,2018-04-22,,,,A,Suspected Serious Injury (A),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,2700.0,2.0,Urban,,509567.0,1.0,Complete,509567.0,509567.0,41.147231,-73.520149,New Canaan,90.0,90.0,New Canaan,2018.0,4.0,April,22.0,1.0,Sunday,18:10:00,18.0,1800005785,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.4,235.0,WAHACKME RD,WAHACKME RD,unknown,Chichester RD,167.0,Feet,W,41.147231,-73.520149,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,3.0,Glare,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009000,New Canaan PD,173,2018-04-23 00:58:48.0,C,Closed,2018-05-07 17:07:00.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2018-04-22,0,1,0,0,0,POINT (-73.520149 41.147231),0
17104,,2936184,2018-04-22,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,13100.0,2.0,Urban,,509670.0,1.0,Complete,509670.0,509670.0,41.885149,-72.798826,Simsbury,128.0,128.0,Simsbury,2018.0,4.0,April,22.0,1.0,Sunday,12:50:00,12.0,1800011830,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,2.0,45.83,10.0,10-N,10-N,OWENS BROOK BLVD,,,, ,41.885149,-72.798826,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0012800,Simsbury PD,224,2018-05-21 12:32:42.0,O,Open,2018-05-21 13:05:34.0,,D,HARTFORD,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-04-22,0,0,0,1,0,POINT (-72.79882600000001 41.885149),0
17105,,2936743,2018-04-26,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,2700.0,2.0,Urban,,509971.0,1.0,Complete,509971.0,509971.0,42.019877,-72.748092,Suffield,139.0,139.0,Suffield,2018.0,4.0,April,26.0,5.0,Thursday,16:22:00,16.0,18-69-AC,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.08,585.0,585-N,585-N,unknown,MOUNTAIN ROAD,400.0,Feet,N,42.019877,-72.748092,14.0,Motor Vehicle in Operation,1.0,Front to rear,2.0,Shoulder,,,0.0,None,,,,,0.0,None,,,,,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,99.0,Unknown,99.0,Unknown,99.0,Unknown,99.0,Unknown,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0013900,Suffield PD,354,2018-04-26 23:03:00.0,C,Closed,2018-04-26 23:09:01.0,#18-7556,T,SPRINGFIELD,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),6.0,MINOR COLLECTOR - NEW HPMS,2018-04-26,0,0,0,1,0,POINT (-72.748092 42.019877),0
17106,,2936747,2018-04-26,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,,2.0,Urban,,510078.0,1.0,Complete,510078.0,510078.0,41.2743528,-72.94879521,West Haven,156.0,156.0,West Haven,2018.0,4.0,April,26.0,5.0,Thursday,14:28:00,14.0,1800027569,O,Property Damage Only,1.0,1.0,0.0,0.55,69.0,CENTER ST,CENTER ST,WASHINGTON AV,,,, ,41.2743528,-72.94879521,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015600,West Haven PD,181,2018-05-04 12:23:48.0,C,Closed,2018-05-04 12:44:27.0,,G,NEW HAVEN,,2.0,,,7.0,LOCAL - NEW HPMS,2018-04-26,0,0,0,0,1,POINT (-72.94879521 41.2743528),0
17107,,2930131,2018-04-28,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,19500.0,2.0,Urban,,510822.0,1.0,Complete,510822.0,510822.0,41.783741,-72.739438,West Hartford,155.0,155.0,West Hartford,2018.0,4.0,April,28.0,7.0,Saturday,21:21:00,21.0,1800014501,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,3.41,501.0,TROUT BROOK DR,TROUT BROOK DR,HAYNES RD NO 1,,,, ,41.783741,-72.739438,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015500,West Hartford PD,300,2018-05-03 11:21:05.0,C,Closed,2018-05-03 12:07:15.0,,D,HARTFORD,,4.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-04-28,0,0,1,0,0,POINT (-72.73943800000001 41.783741),0
17108,,2935568,2018-05-01,,,,A,Suspected Serious Injury (A),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,5000.0,2.0,Urban,,510962.0,1.0,Complete,510962.0,510962.0,41.391159,-73.425541,Danbury,34.0,34.0,Danbury,2018.0,5.0,May,1.0,3.0,Tuesday,07:46:00,7.0,1800026307,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.93,488.0,SHELTER ROCK RD,SHELTER ROCK RD,unknown,,,, ,41.391159,-73.425541,18.0,Other Non-Fixed Object,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,88.0,Not Applicable,1.0,"Trafficway, On Road",CT0003400,Danbury PD,609,2018-05-19 07:27:56.0,O,Open,2018-05-19 08:00:36.0,,C,DANBURY,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-05-01,0,1,0,0,0,POINT (-73.425541 41.391159),0
17109,,2930195,2018-04-29,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,7700.0,2.0,Urban,,511144.0,1.0,Complete,511144.0,511144.0,41.130203,-73.41933,Norwalk,103.0,103.0,Norwalk,2018.0,4.0,April,29.0,1.0,Sunday,22:59:00,22.0,1800020116,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.58,907.0,WARD ST,WARD ST,OHIO AV EXT,,,, ,41.130203,-73.41933,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0010300,Norwalk PD,Z008,2018-05-03 17:44:40.0,O,Open,2018-05-03 17:45:33.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-04-29,0,0,1,0,0,POINT (-73.41933 41.130203),0
